	0
 9.86823717e-01 9.86823717e-01 9.86823717e-01 9.86823717e-01
 9.86823717e-01 9.86823717e-01 9.86823717e-01 9.86823717e-01
 9.86823717e-01 9.86823717e-01 9.86823717e-01 9.86823717e-01
 9.86823717e-01 9.86823717e-01 9.86823717e-01 9.86823717e-01
 9.86823717e-01 9.86823717e-01 9.86823717e-01 9.86823717e-01
 9.86823717e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86624077e-01 9.86624077e-01 9.86624077e-01
 9.86624077e-01 9.86424436e-01 9.86424436e-01 9.86424436e-01
 9.86424436e-01 9.86424436e-01 9.86424436e-01 9.86424436e-01
 9.86424436e-01 9.86424436e-01 9.86424436e-01 9.86424436e-01
 9.86424436e-01 9.86424436e-01 9.86424436e-01 9.86424436e-01
 9.86424436e-01 9.86424436e-01 9.86424436e-01 9.86424436e-01
 9.86424436e-01 9.86424436e-01 9.86424436e-01 9.86424436e-01
 9.86424436e-01 9.86424436e-01 9.86424436e-01 9.86424436e-01
 9.86424436e-01 9.86424436e-01 9.86424436e-01 9.86424436e-01
 9.86424436e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86224795e-01
 9.86224795e-01 9.86224795e-01 9.86224795e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.86025155e-01 9.86025155e-01 9.86025155e-01 9.86025155e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
 9.85825514e-01 9.85825514e-01 9.85825514e-01 9.85825514e-01
